综艺频道,#genre#
中视,http://shuma004.chunfengyun.top:8080/live/7/hls.m3u8
明珠台,http://107.167.12.58:27347/livehttpplay?channel_id=20125
明珠台,http://107.167.12.58:27347/livehttpplay?channel_id=30026
明珠台,https://pi.0472.org/tv/mzt.php?auth=230918
明珠台,https://pi.0472.org/tv/mzt.php?auth=2309081833
明珠台,http://1b6467f415.iok.la:9931/tsfile/live/1009_1.m3u8
三立都会,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8522/.m3u8
环宇娱乐,http://61.10.2.145/live_freedirect/freehd209_h.live/chunklist.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
民视第一,http://shuma004.chunfengyun.top:8080/live/4/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
中视经典,http://shuma004.chunfengyun.top:8080/live/47/hls.m3u8
凤凰香港,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhhk
东森综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8524/.m3u8
好莱坞电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8554/.m3u8
中天综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8526/.m3u8
TVBS新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8574/.m3u8
三立台湾,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8521/.m3u8
东森新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8540/.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
东森新闻,http://shuma004.chunfengyun.top:8080/live/20/hls.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
华视,http://37.27.111.214:8080/live/8/hls.m3u8
华视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8503/.m3u8
华视,http://shuma004.chunfengyun.top:8080/live/8/hls.m3u8
大爱,http://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8507/.m3u8
东森超视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8525/.m3u8
公视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8505/.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,https://pi.0472.org/tv/fct.php?auth=2309081833
八大综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8520/.m3u8
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻台,http://r.jdshipin.com/CkuBd
无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻台,http://107.167.12.58:27347/livehttpplay?channel_id=30024
无线新闻台,http://107.167.12.58:27347/livehttpplay?channel_id=20123
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视澳门,https://pi.0472.org/tv/asam.php?auth=230918
澳视澳门,https://pi.0472.org/tv/asam.php?auth=2309081833
澳视卫星,http://61.244.22.5/ch3/_definst_/ch3.live/playlist.m3u8
民视,http://37.27.111.214:8080/live/6/hls.m3u8
民视,http://shuma004.chunfengyun.top:8080/live/6/hls.m3u8
民视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8504/.m3u8
澳视综艺,http://61.244.22.5/ch6/hd_ch6.live/index.m3u8
澳视葡文,http://61.244.22.5/ch2/ch2.live/playelist.m3u8
澳视资讯,http://61.244.22.5/ch5/info_ch5.live/index.m3u8
澳门体育,http://61.244.22.5/ch4/sport_ch4.live/playelist.m3u8
有线财经,http://61.10.2.145/live_freedirect/freehd208_h.live/playlist.m3u
有线财经,http://61.10.2.141/live_freedirect/freehd208_h.live/playlist.m3u8
有线财经,http://61.10.2.151/live_freedirect/freehd208_h.live/playlist.m3u
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd&&&$1920x1080
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳门莲花,https://tv.iill.top/mo/lhws
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
民视台湾,http://shuma004.chunfengyun.top:8080/live/5/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
Celestial Classic 天映经典 (Celestial Classic Movies) (Indonesian Subtitle) (576p) [Geo-blocked],
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8?$1280x720
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8?$1M1280x720
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
澳门体育 (720p),http://live.sjsrm.com/bjsjs/sd/live.m3u8
澳视葡文 (720p),http://live.sjsrm.com/bjsjs/sd/live.m3u8
CNA亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
纬来电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8579/.m3u8
大爱2,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻,http://61.10.2.141:80/live_freedirect/freehd209_h.live/chunklist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.140/live_freedirect/freehd209_h.live/playlist.m3u8
有线新闻,http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
有线新闻,http://cm61-10-2-140.hkcable.com.hk/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻,http://61.10.2.134:80/live_freedirect/freehd209_h.live/chunklist.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/chunklist_w1949275579.m3u8
有线新闻,http://61.10.2.148:80/live_freedirect/freehd209_h.live/chunklist.m3u8
有线新闻,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
J2,http://r.jdshipin.com/Nr5jq
TVB星河台,http://r.jdshipin.com/sXuuD
TVB星河台,https://edge6a.v2h-cdn.com/xinghe/xinghe.stream/chunklist.m3u8
香港国际财经,http://61.10.2.140/live_freedirect/opentvhd002_h.live/playlist.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有线新闻台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u
有线新闻台,http://61.10.2.151:80/live_freedirect/freehd209_h.live/chunklist_w1201085709.m3u8
HBO 3 HD,http://51.254.199.122:8080/bossbrothersTV/index.m3u8
台视新闻HD[1920*1080][1920*10,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻台,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
TVB Jade (翡翠台) (Cantonese Subtitles) (720p),http://162.244.81.145:3333/live/telebostonrtb/playlist.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8531/.m3u8
公视戏剧,http://shuma004.chunfengyun.top:8080/live/87/hls.m3u8
公视戏剧,http://37.27.111.214:8080/live/87/hls.m3u8
亚洲旅游,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8513/.m3u8
亚洲旅游,http://shuma004.chunfengyun.top:8080/live/10/hls.m3u8
三立综合,http://shuma004.chunfengyun.top:8080/live/31/hls.m3u8
半岛新闻台,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
民视新闻HD[1920*1080][1920*10,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
香港 有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
TVBS欢乐台,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8532/.m3u8
有线财经信息台,http://61.10.2.141/live_freedirect/freehd208_h.live/playlist.m3u8
动物星球,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8512/.m3u8
天映经典,http://210.210.155.37/qwr9ew/s/s31/index2.m3u8
天映经典,http://210.210.155.37/qwr9ew/s/s31/index.m3u8
天映经典,http://210.210.155.35/qwr9ew/s/s31/index.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=CCM_Celestial_Classic_MV-
有线财经资讯台,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
凤凰资讯台,http://210.210.155.37/qwr9ew/s/s21/01.m3u8?app_type=web&userid=50n13N0v14nd1&tkn=829341hrjhaq0q30q&chname=Phoenix
HBO PREMIUM,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
中天娱乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8527/.m3u8
大立电视台,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
HBO HD,https://yayin30.haber100.com/live/rehbertv/playlist.m3u8
HBO Signature,https://yayin30.haber100.com/live/rehbertv/playlist.m3u8
HBO,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8580/.m3u8
HBO,http://41.205.93.154/HBO/index.m3u8
HBO,http://162.244.81.145:3333/live//telebostonrtb/playlist.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
TVBS新闻台,http://awei.beimua.com/iptv.php?id=54
凤凰中文,http://117.27.190.42:9998/tsfile/live/23280_1.m3u8
凤凰中文,http://php.jdshipin.com:8880/jydx.php?id=37
凤凰中文,http://1b6467f415.iok.la:9931/tsfile/live/1037_1.m3u8
东森新闻美国,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
HBO3 FHD,http://hoabinhtvlive.746b3ddb.cdnviet.com/hoabinhtv/playlist.m3u8
靖天卡通台,http://4gtv.mumi.rip:9877/15/4gtv-4gtv044/index.m3u8
东森戏剧,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8530/.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森美洲,http://38.64.72.148/hls/modn/list/2016/chunklist0.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
八大戏剧台,http://free.xiptv.x10.bz/kudou.php?id=57
CNA亚洲新闻台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亚洲旅游台,http://free.xiptv.x10.bz/kudou.php?id=71
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8542/.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
鳳凰資訊,http://61.221.215.25:8800/hls/47/index.m3u8
龙华戏剧,http://shuma004.chunfengyun.top:8080/live/41/hls.m3u8
龙华戏剧,http://37.27.111.214:8080/live/41/hls.m3u8
TVB翡翠台,http://r.jdshipin.com/qClQf
TVB翡翠台,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxA5oJl8b5Icz-0MXK7POxcc/ts
中天亚洲台,http://free.xiptv.x10.bz/kudou.php?id=60
民视台湾台,http://free.xiptv.x10.bz/kudou.php?id=49
TVBS亞洲台,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲台,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亞洲台,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲台,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS新聞,http://4gtv.mumi.rip:9877/291/4gtv-4gtv072/index.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$1920x1080
中天综合台,http://free.xiptv.x10.bz/kudou.php?id=61
亚洲新闻台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
TVBS亚洲台,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
東森新聞,http://shuma004.chunfengyun.top:8080/live/20/hls.m3u8
东森新闻台,http://awei.beimua.com/iptv.php?id=44
东森美洲[720*528][720*528][72,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森新聞台,http://4gtv.mumi.rip:9877/292/4gtv-4gtv152/index.m3u8
TVBS歡樂台,http://shuma004.chunfengyun.top:8080/live/24/hls.m3u8
东森洋片,http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.222:808/hls/33/index.m3u8
亞洲旅遊台,http://shuma004.chunfengyun.top:8080/live/10/hls.m3u8
亞洲旅遊台,http://37.27.111.214:8080/live/10/hls.m3u8
台视新闻 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻 HD,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
有線新聞台,http://cm61-10-2-143.hkcable.com.hk/live_freedirect/freehd209_h.live/playlist.m3u8
有線新聞台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
有線新聞台,http://61.10.2.151:80/live_freedirect/freehd209_h.live/chunklist_w1201085709.m3u8
有線新聞台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
東森美洲衛視,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
TW台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
TW台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
香港有線新聞,http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
香港 有线财经资讯台,http://61.10.2.140/live_freedirect/freehd208_h.live/playlist.m3u8
有線財經資訊台,http://61.10.2.141/live_freedirect/freehd208_h.live/playlist.m3u8
中视青采,http://shuma004.chunfengyun.top:8080/live/48/hls.m3u8
香港有线新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u
有線新聞,http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
香港有線新聞台,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8
东森新闻美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻台,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8?blog.ntnas.top
香港有線財經資訊,http://61.10.2.141/live_freedirect/freehd208_h.live/playlist.m3u8
三立台湾台,http://free.xiptv.x10.bz/kudou.php?id=52
澳門蓮花,http://61.244.22.5/ch3/ch3.live/chunklist.m3u8
澳門蓮花,http://iptv.weai.love/live?type=gxyl&ipdz=116.11.140
澳門蓮花,http://iptv.weai.love/live?ispa=full&type=gdjy&ipdz=120.84.96.i&tvid=amlh
无线新闻台高清,http://107.167.12.58:27347/livehttpplay?channel_id=20123
民视新闻 HD,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻 HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻 HD,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻 HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
動物星球,http://61.221.215.25:8800/hls/57/index.m3u8
东森综合台,http://free.xiptv.x10.bz/kudou.php?id=66
有線新聞台 i-Cable 24-hour News Channel (720p),http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
民视新闻HD,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
三立综合台,http://free.xiptv.x10.bz/kudou.php?id=51
TVB J2,http://r.jdshipin.com/ndGgS
民视第一台,http://free.xiptv.x10.bz/kudou.php?id=50
香港国际财经台,http://61.10.2.140:80/live_freedirect/opentvhd002_h.live/chunklist_w400811857.m3u8
香港国际财经台,http://61.10.2.140/live_freedirect/opentvhd002_h.live/playlist.m3u8
三立都会台,http://free.xiptv.x10.bz/kudou.php?id=54
龍華偶像台,http://4gtv.mumi.rip:9877/296/litv-longturn12/index.m3u8
无线新闻台超清,http://107.167.12.58:27347/livehttpplay?channel_id=30024
KLT-靖天國際台,http://4gtv.mumi.rip:9877/84/4gtv-4gtv063/index.m3u8
天映經典（電影）,http://210.210.155.37/session/46c34368-a764-11ec-a06a-c81f66f89318/qwr9ew/s/s31/01.m3u8
东森超视34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
TVB明珠台,http://r.jdshipin.com/ZQ4kN
JOJ24 (1080p),http://213.81.133.133:8080/jednotka/index.m3u8
TVB 星河台(粵),http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
民视新闻台_636,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
天映经典（电影）,http://210.210.155.37/session/46c34368-a764-11ec-a06a-c81f66f89318/qwr9ew/s/s31/01.m3u8
中天娱乐台,http://free.xiptv.x10.bz/kudou.php?id=62
东森戏剧台,http://free.xiptv.x10.bz/kudou.php?id=67
龙华戏剧台,http://free.xiptv.x10.bz/kudou.php?id=90
东森新闻美洲台,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
XF凤凰中文高清,http://180.142.220.251:8181/tsfile/live/1083_1.m3u8
XF凤凰中文高清,http://171.110.10.194:8181/tsfile/live/1083_1.m3u8
澳门莲花 [电影],http://anren.live/HK/BiIOU11uLA.m3u8
天映經典,http://210.210.155.37/qwr9ew/s/s31/index.m3u8?$480x360
天映經典,http://210.210.155.37/qwr9ew/s/s31/index2.m3u8
天映經典,http://210.210.155.37/qwr9ew/s/s31/index2.m3u8?$640x480
XF凤凰资讯高清,http://171.110.10.194:8181/tsfile/live/1082_1.m3u8
XF凤凰香港高清,http://171.110.10.194:8181/tsfile/live/1084_1.m3u8
HBO 3,https://yayin30.haber100.com/live/rehbertv/playlist.m3u8
民视新闻台_635,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
凤凰资讯HD,http://www.yao87.com:4022/udp/239.76.253.134:9000
台视新闻HD,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
龙华洋片台,http://free.xiptv.x10.bz/kudou.php?id=92
HBO Xtreme SD,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
凤凰资讯 (720p),http://r.jdshipin.com/0Rp07
HBO Plus SD,https://srv3.zcast.com.br/wellington7720/wellington7720/playlist.m3u8
HOT HBO HD (Израиль),http://myott.top/stream/DT6QU63K5VX/381.m3u8
HBO 3 (576p),http://193.225.32.62:8890/live.m3u8
华视新闻台,http://awei.beimua.com/iptv.php?id=51
动物星球台,http://free.xiptv.x10.bz/kudou.php?id=108
HBO 2 East (720p),https://fl5.moveonjoy.com/HBO_2/index.m3u8
HBO 2  DIRECTV,https://59e8e1c60a2b2.streamlock.net/509/509.stream/playlist.m3u8

全球频道,#genre#
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
HBtv老挝,http://hikvision.city:880/HBTV.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
泰国ASTV,http://news1.live14.com/stream/news1_hi.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日本新闻,https://n24-cdn-live.ntv.co.jp:443/ch01/high.m3u8
日本新闻,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩·EBS-2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
韩·JobPlusTV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
韩·EBS-1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩·EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韩·EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韩·EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韩·KBSWorld,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
韩·TBS,https://cdntv.tbs.seoul.kr/tbs/_definst_/tbs_tv_web_720.smil/playlist.m3u8
韩·GSMyShop,https://gstv-myshop.gsshop.com/myshop_hd/myshop_hd.stream/playlist.m3u8
韩·KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
韩·SBS,http://1.245.74.5:1935/live/tv/.m3u8
俄·IGITV,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
Самара,http://live.guberniatv.cdnvideo.ru/guberniatv/guberniatv.sdp/playlist.m3u8
KBS World,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
KBS World,https://livecdn.fptplay.net:443/sdb/kbs_hls.smil/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
欧洲华文教育,http://hatu-video.oss-cn-hangzhou.aliyuncs.com/live-stream/20111114W.m3u8
欧洲华文8套,https://livefr.cgtn.com/1000f/prog_index.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
中國環球,http://live.cgtn.com/500/prog_index.m3u8
CNA新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
HBtv老挝,http://hikvision.city:880/HBTV.m3u8
半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
半岛新闻,http://live-hls-web-aje.getaj.net/AJE/01.m3u8
俄罗斯频,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
韩国国防,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
韩国新闻,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
日语新闻,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
环球频道,http://live.cgtn.com/500/prog_index.m3u8
动物频道,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8

芒果TV,#genre#
电视剧频道1,http://zby.xjqxz.top/dsdsj1/live.m3u8
电视剧频道2,http://zby.xjqxz.top/dsdsj2/live.m3u8
电视剧频道3,http://zby.xjqxz.top/dsdsj3/live.m3u8
电视剧频道4,http://zby.xjqxz.top/gzwxj/live.m3u8
电视剧频道5,http://zby.xjqxz.top/gzgdj/live.m3u8
电视剧频道6,http://zby.xjqxz.top/gzdsj1/live.m3u8
电视剧频道7,http://zby.xjqxz.top/gzdsj2/live.m3u8
电视剧频道8,http://zby.xjqxz.top/gzdsj3/live.m3u8
电视剧频道9,http://zby.xjqxz.top/gzdsj4/live.m3u8
电视剧频道10,http://zby.xjqxz.top/gzdsj5/live.m3u8
电视剧频道11,http://zby.xjqxz.top/kzzypd2/live.m3u8
电视剧频道12,http://zby.xjqxz.top/kzzypd/live.m3u8
电视剧频道13,http://zby.xjqxz.top/dzzypd/live.m3u8
电视剧频道14,http://zby.xjqxz.top/dzzypd2/live.m3u8
